Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.16,0.51,0.83,1.26,1.93,2.95,4.06,5.67,7.99,13.54,59067.0,89865.0,2885.0,
Stage 2,3485,Tronadura 2,Lastre,L8,Norte,12 1/4,14x14,4-30,135,C,0.46,0.81,1.35,1.88,2.37,2.87,3.47,4.11,4.89,8.01,58741.0,91421.0,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.63,1.18,1.81,2.44,3.15,3.90,4.69,5.75,6.73,8.98,59053.0,89853.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.75,1.18,1.77,2.44,3.19,3.82,4.76,5.91,7.13,9.41,59055.0,89866.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.39,0.98,1.73,2.48,3.23,3.98,4.76,5.55,7.36,10.16,59058.0,89878.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.59,1.46,2.24,2.95,3.62,4.21,4.92,5.75,7.72,10.16,59053.0,89889.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.39,0.98,1.73,2.48,3.23,3.97,4.76,5.55,7.35,10.15,59035.0,89888.0,2885.0,
Stage 2,3485,Tronadura 2,Lastre,L8,Norte,12 1/4,14x14,4-30,135,C,0.08,0.24,0.43,0.67,1.26,2.72,4.45,5.87,8.50,13.15,58925.2,91414.5,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.24,0.43,0.63,1.18,2.24,3.27,4.33,5.79,7.24,9.88,59032.1,89901.3,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.08,0.12,0.39,0.59,1.14,2.76,4.25,5.67,7.91,13.35,59020.3,89911.7,2885.0,
Stage 2,3485,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,4-30,180,E,0.43,0.75,1.57,2.20,2.68,3.11,3.46,3.78,4.61,6.02,59137.7,91520.5,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.71,1.30,2.01,2.68,3.15,3.86,4.61,5.83,7.20,10.20,59001.2,89871.6,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.47,0.75,1.10,1.57,2.32,3.15,4.21,5.51,7.48,12.13,59035.2,89819.9,2885.0,
Stage 2,3485,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,4-30,180,E,0.20,0.35,0.55,0.83,1.38,2.20,2.95,3.74,5.12,8.46,59321.6,91514.3,3485.0,
Stage 2,3485,Tronadura 2,Roca 2,L1,Norte,12 1/4,11x12,4-30,199,J,0.28,0.51,0.71,1.10,1.73,2.40,3.19,3.90,5.24,9.69,59527.6,91619.5,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.08,0.24,0.51,1.10,2.24,3.50,4.53,5.51,7.13,9.65,58985.0,89828.1,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.16,0.55,0.87,1.38,2.09,3.07,4.09,5.55,7.17,11.26,58962.9,89883.1,2885.0,
Stage 2,3485,Tronadura 2,Roca 2,L1,Norte,12 1/4,11x12,4-30,199,J,0.39,0.63,0.91,1.34,2.01,2.64,3.19,3.82,4.57,6.38,59478.5,91561.9,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.08,0.35,0.59,1.14,2.13,3.27,4.37,5.55,7.60,11.77,58958.5,89921.1,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,503,B,0.12,0.35,0.55,0.91,1.81,3.15,4.25,5.79,7.76,14.21,58966.4,89937.0,2885.0,
Stage 2,3485,Tronadura 2,Roca 2,L1,Norte,12 1/4,11x12,4-30,199,J,0.31,0.47,0.71,1.10,1.50,1.97,2.60,3.54,4.92,7.87,59407.6,91563.8,3485.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.24,0.67,1.81,2.56,3.39,4.37,4.88,5.55,6.65,9.45,58958.3,89961.9,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.28,0.55,1.14,2.09,2.76,3.62,4.45,5.71,8.86,10.20,58964.1,89978.4,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,176,B,0.63,0.83,1.02,1.30,1.65,2.13,2.68,3.66,5.35,8.66,59148.1,91643.8,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.67,0.94,1.30,1.69,2.20,2.95,3.86,5.43,7.52,13.15,58965.4,90023.6,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.51,0.83,1.30,1.93,2.64,3.46,4.29,5.31,6.69,8.90,58986.2,90035.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,176,B,0.35,0.59,0.91,1.30,1.77,2.36,2.87,3.62,4.76,9.29,59193.7,91674.3,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.08,0.31,0.47,0.75,1.73,2.95,4.37,5.67,7.76,11.30,58982.3,90066.8,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.16,0.43,0.75,1.18,2.24,3.43,4.49,5.63,7.28,12.28,58994.0,90081.1,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,176,B,0.71,1.26,1.77,2.20,2.64,3.11,3.58,4.33,5.12,6.69,59226.0,91692.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.94,1.54,2.20,2.91,3.54,4.33,5.00,5.47,7.40,10.00,59011.0,90100.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,14x14,4-30,176,B,0.51,1.02,1.50,1.85,2.24,2.68,3.07,3.78,4.88,5.94,59245.0,91703.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.63,1.54,2.24,2.83,3.46,4.02,4.61,5.67,6.46,13.15,59017.0,90130.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.71,1.14,1.54,2.09,2.76,3.58,4.37,5.31,6.38,9.65,59034.0,90099.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.79,1.46,1.89,2.20,2.56,3.11,3.58,4.17,4.88,7.64,59271.0,91668.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.75,2.05,2.64,3.54,3.94,4.37,5.16,5.67,6.85,8.78,59032.0,90150.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.55,1.54,2.01,2.28,2.72,3.23,3.58,4.06,4.76,8.62,59281.0,91719.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.35,0.87,1.93,2.68,3.39,4.17,4.80,5.98,7.28,12.24,59065.0,90122.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.59,0.94,1.54,2.05,2.56,3.07,3.70,4.09,5.08,8.90,59294.0,91730.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,1.22,1.85,2.48,2.95,3.46,3.90,4.25,5.16,6.38,7.80,58985.0,90602.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,1.14,1.77,2.32,2.91,3.39,3.86,4.37,5.20,6.42,8.74,59320.0,91738.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.55,1.26,2.17,2.83,3.35,3.86,4.41,5.31,6.06,8.03,59025.0,90671.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,161,B,0.75,1.34,1.85,2.32,2.95,3.46,4.25,4.80,5.59,7.17,59333.0,91695.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.83,1.30,1.97,2.60,3.19,3.82,4.37,5.20,6.38,7.83,59058.0,90671.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,161,B,0.20,0.55,0.94,1.46,2.05,2.76,3.62,4.69,6.50,11.06,59338.6,91743.5,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,498,B,0.31,0.63,0.98,1.65,2.44,3.39,4.25,5.35,7.20,12.48,58973.1,90702.6,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,161,B,0.28,0.47,0.79,1.14,1.57,2.09,2.68,3.46,4.92,7.87,59372.7,91750.6,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.35,0.59,0.91,1.65,2.56,3.39,4.37,5.63,7.52,10.43,59077.3,90675.1,2870.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,508,B,0.12,0.28,0.51,1.06,2.48,3.86,4.84,6.22,8.62,12.80,59021.2,89949.7,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,161,B,0.35,0.71,1.02,1.57,2.28,3.07,3.86,4.57,5.55,8.50,59378.9,91783.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.24,0.47,0.71,1.14,1.85,2.80,3.86,5.28,6.89,10.71,59086.5,90677.5,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.31,0.51,0.71,1.02,1.54,2.24,3.27,4.57,6.69,11.06,59025.5,90724.2,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.43,0.79,1.22,1.81,2.72,3.66,4.69,5.94,7.76,16.10,59615.0,91702.3,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.08,0.24,0.35,0.51,0.75,1.50,2.36,3.66,5.31,8.70,59628.7,91757.6,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.28,0.59,0.91,1.38,2.01,2.91,3.94,5.51,6.85,13.07,59071.9,91720.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.51,0.75,0.98,1.30,1.73,2.32,3.03,3.82,5.35,9.84,59245.3,91595.1,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.31,0.51,0.83,1.14,1.69,2.40,3.11,3.86,4.84,12.80,59553.6,91764.7,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.35,0.63,0.91,1.61,2.80,3.94,4.76,5.93,6.54,12.44,59107.1,90670.5,2870.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.16,0.51,0.83,1.22,2.01,3.07,4.41,5.83,7.36,13.54,59028.6,90138.7,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.31,0.55,0.83,1.26,1.81,2.44,3.19,3.82,5.08,7.24,59204.7,91597.7,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.43,0.79,1.10,1.42,1.77,2.20,2.87,3.62,4.57,10.59,59551.1,91729.6,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,492,B,0.87,1.18,1.50,1.81,2.28,3.03,4.13,5.71,9.06,15.71,59094.5,90730.7,2870.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.12,0.31,0.51,0.75,1.38,2.40,3.62,5.35,7.48,12.32,59052.9,90156.9,3005.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.59,1.06,1.73,2.17,2.64,3.23,3.74,4.72,5.43,8.66,59526.0,91710.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.94,1.77,2.32,2.87,3.35,3.86,4.49,5.20,6.54,11.54,59075.0,90177.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.94,1.57,2.13,2.60,3.07,3.66,4.06,4.84,5.63,9.02,59540.0,91688.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,1.46,2.13,2.68,3.23,3.78,4.29,4.80,5.67,6.22,7.83,59092.0,90186.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,161,B,0.91,1.61,2.24,2.83,3.39,3.86,4.33,4.72,5.59,7.20,59425.0,91768.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.51,0.98,1.38,1.69,2.05,2.40,3.03,3.58,4.45,6.97,59513.0,91665.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.98,1.73,2.17,2.76,3.19,3.74,4.33,5.43,6.97,7.36,59116.0,90212.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.83,1.22,1.77,2.28,2.76,3.23,3.86,4.37,5.39,8.27,59495.8,91650.8,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.87,1.65,2.20,2.80,3.19,3.78,4.45,5.47,6.38,9.84,59124.0,90248.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,487,B,1.18,2.01,2.76,3.35,3.82,4.41,5.24,5.79,6.42,8.94,59143.0,90432.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.71,1.14,1.65,2.17,2.64,3.19,3.78,4.41,6.02,7.56,59585.0,91698.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.94,1.89,2.52,3.07,3.58,4.25,5.04,5.67,7.40,9.65,59144.0,90261.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,14x14,4-30,176,B,0.67,0.94,1.34,1.73,2.17,2.56,3.03,3.66,4.76,7.40,59163.0,91582.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.75,1.30,1.77,2.40,2.87,3.31,3.74,4.25,5.00,6.93,59531.0,91608.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.98,1.69,2.17,2.72,3.19,3.90,4.57,5.43,7.05,13.54,59163.0,90284.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,14x14,4-30,176,B,0.39,1.06,1.46,1.89,2.36,2.80,3.27,3.98,4.69,6.73,59153.0,91630.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.59,1.02,1.50,1.89,2.20,2.60,3.11,3.86,4.65,6.06,59447.0,91617.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.87,1.30,1.73,2.28,2.87,3.70,4.49,5.43,6.61,10.20,59173.0,90306.0,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.55,0.83,1.06,1.38,1.69,2.17,2.87,3.82,5.16,11.10,59362.8,91631.0,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.43,0.67,1.02,1.54,2.32,3.23,4.21,5.39,7.17,11.57,59181.8,90320.2,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.47,0.71,0.91,1.14,1.46,1.93,2.72,3.66,5.00,9.33,59356.7,91587.2,3470.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.16,0.55,0.79,1.22,1.93,3.15,4.33,5.51,8.35,15.35,59197.3,90341.0,2885.0,
Stage 4,2885,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,2-25,523,B,0.16,0.39,0.67,1.06,1.97,3.19,4.45,5.59,7.05,12.13,59175.5,90402.3,2885.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.55,0.79,1.02,1.38,1.77,2.36,3.07,3.82,5.28,8.82,59393.5,91579.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.31,0.63,0.91,1.34,1.85,2.40,3.07,3.86,5.47,9.29,59420.2,91583.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.39,0.59,0.79,1.14,1.65,2.20,2.91,3.82,4.96,7.87,59296.9,91554.8,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.39,0.63,0.98,1.46,2.01,2.80,3.46,4.25,5.35,9.37,59001.9,91578.5,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.28,0.59,0.83,1.14,1.69,2.52,3.43,4.65,6.34,10.08,58982.4,91544.1,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,4-30,176,B,0.67,0.94,1.26,1.73,2.40,3.19,3.94,5.12,6.97,12.09,59136.3,91621.5,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.63,0.83,1.06,1.34,1.81,2.44,3.11,4.06,5.67,9.92,59234.3,91547.5,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.39,0.67,1.10,1.73,2.52,3.11,4.02,5.39,6.42,12.24,59019.0,89917.8,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.31,0.59,0.83,1.14,1.61,2.28,3.03,4.21,6.10,10.08,59014.0,91538.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.43,0.71,0.91,1.18,1.57,2.20,2.87,3.66,5.12,11.34,59194.0,91509.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.39,0.67,1.10,1.77,2.52,3.19,4.06,5.08,6.46,12.24,58996.0,89944.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.91,1.46,1.93,2.24,2.72,3.15,3.70,4.29,5.39,7.80,59029.0,91533.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.71,1.10,1.46,1.93,2.32,2.91,3.31,4.02,4.96,6.42,59173.0,91491.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.75,1.14,1.81,2.52,3.27,4.33,5.00,5.75,6.61,8.35,58990.0,89973.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.83,1.42,1.89,2.20,2.60,2.99,3.43,3.98,4.96,5.63,59064.0,91582.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.47,1.22,1.61,1.89,2.20,2.40,2.80,3.43,4.06,5.75,59140.0,91513.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.94,1.81,2.28,2.87,3.31,3.90,4.61,5.28,6.61,9.96,58999.0,89991.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.75,1.18,1.46,1.77,2.05,2.36,2.76,3.07,3.54,4.88,59125.0,91501.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,1.26,1.93,2.48,2.99,3.50,4.06,4.80,5.83,6.61,11.30,59001.0,90018.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,1.02,1.77,2.28,2.60,3.03,3.43,3.90,4.33,5.59,7.76,59085.0,91598.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.91,1.69,2.17,2.72,3.35,3.94,4.80,5.59,6.42,7.01,59007.0,90055.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.63,1.02,1.50,1.89,2.17,2.60,3.03,3.78,4.84,7.76,59109.0,91613.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,1.26,2.01,2.52,3.07,3.46,4.02,4.65,5.47,6.50,8.98,59017.0,90081.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.71,1.26,1.69,2.05,2.36,2.60,3.03,3.50,4.25,6.30,59108.0,91480.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,1.34,2.17,2.72,3.19,3.58,4.21,4.72,5.51,6.50,8.98,58936.0,89984.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.71,1.34,1.93,2.32,2.64,3.07,3.50,4.17,5.00,8.94,59258.0,91502.0,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.55,1.42,2.17,2.68,3.27,3.86,4.45,5.35,6.22,9.02,58972.0,90087.0,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.16,0.51,0.71,0.91,1.26,1.85,2.76,4.06,6.14,11.06,59330.9,91526.3,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.35,0.63,0.91,1.22,1.73,2.56,3.58,5.31,6.77,11.18,58972.6,90110.4,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.55,0.83,1.10,1.46,1.85,2.36,2.99,3.82,5.16,9.88,59102.1,91565.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.08,0.31,0.47,0.98,1.85,2.68,3.70,5.08,6.65,9.96,59492.5,91598.2,3470.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,505,B,0.47,0.75,1.06,1.54,2.17,2.99,3.94,5.24,7.09,10.94,58989.1,90122.6,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,226,B,0.51,0.75,0.98,1.34,1.85,2.44,3.07,3.90,5.04,9.33,59072.6,91525.0,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.47,0.67,0.91,1.18,1.61,2.20,2.80,3.58,4.96,8.70,59470.1,91576.8,3470.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.47,0.63,0.79,0.94,1.22,1.81,2.56,3.62,5.12,8.43,59045.7,91509.5,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,180,B,0.47,0.67,0.83,1.06,1.42,2.13,3.07,4.88,6.77,9.69,59608.0,91838.4,3455.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.67,0.87,1.10,1.42,1.85,2.36,2.99,3.74,5.04,10.83,59079.6,91470.4,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,4-30,180,B,0.35,0.55,0.79,1.10,1.65,2.36,3.23,4.49,5.94,10.35,59599.5,91880.2,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.35,0.55,0.87,1.34,2.17,3.07,4.17,5.28,7.28,14.96,58991.8,90151.7,2870.0,
Stage 2,3470,Tronadura 2,Roca 2,L1,Norte,12 1/4,11X12,4-30,200,B,0.63,0.91,1.14,1.38,1.69,2.09,2.80,3.71,4.76,9.41,59056.6,91469.5,3470.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.59,0.79,0.98,1.22,1.57,2.05,2.83,4.16,6.50,10.94,59555.6,91863.8,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.08,0.31,0.59,0.91,1.57,2.76,4.21,5.69,7.99,12.95,58985.5,90193.1,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.47,0.71,0.98,1.38,1.89,2.48,3.11,3.90,4.88,9.25,59515.0,91843.1,3455.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.12,0.43,0.71,1.10,1.81,2.87,4.21,5.63,8.70,13.70,59005.3,90247.0,2870.0,
Stage 4,2870,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7X7,4-30,528,B,0.67,1.97,2.60,3.23,3.90,4.53,5.04,5.67,7.05,8.86,59012.0,90258.0,2870.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,180,B,0.20,0.43,0.63,0.91,1.38,1.89,2.68,3.82,5.98,10.35,59503.0,91828.0,3455.0,
